#GLoBES upto 10GeV
#log10E	nue/E	numu/E	numtau/E	nuebar/E	numubar/E	nutaubar/E
0.08	0.3046698914	0.3046698914	0.3046698914	0.1287817387	0.1287817387	0.1287817387
0.084	0.3041525721	0.3041525721	0.3041525721	0.1290932684	0.1290932684	0.1290932684
0.088	0.303630466	0.303630466	0.303630466	0.1294076807	0.1294076807	0.1294076807
0.092	0.303103529	0.303103529	0.303103529	0.1297250023	0.1297250023	0.1297250023
0.096	0.3025717163	0.3025717163	0.3025717163	0.1300452599	0.1300452599	0.1300452599
0.1	0.302082063	0.302082063	0.302082063	0.1303541692	0.1303541692	0.1303541692
0.104	0.3015947949	0.3015947949	0.3015947949	0.1306638343	0.1306638343	0.1306638343
0.108	0.3011030183	0.3011030183	0.3011030183	0.1309763648	0.1309763648	0.1309763648
0.112	0.3006066913	0.3006066913	0.3006066913	0.1312917871	0.1312917871	0.1312917871
0.116	0.300129307	0.300129307	0.300129307	0.1315975705	0.1315975705	0.1315975705
0.12	0.2996623426	0.2996623426	0.2996623426	0.1318982668	0.1318982668	0.1318982668
0.124	0.2991910575	0.2991910575	0.2991910575	0.1322017454	0.1322017454	0.1322017454
0.128	0.2987154116	0.2987154116	0.2987154116	0.1325080321	0.1325080321	0.1325080321
0.132	0.2982544752	0.2982544752	0.2982544752	0.1328094663	0.1328094663	0.1328094663
0.136	0.2978072002	0.2978072002	0.2978072002	0.1331064794	0.1331064794	0.1331064794
0.14	0.2973557867	0.2973557867	0.2973557867	0.1334062406	0.1334062406	0.1334062406
0.144	0.2969001963	0.2969001963	0.2969001963	0.1337087756	0.1337087756	0.1337087756
0.148	0.2964476854	0.2964476854	0.2964476854	0.1340028805	0.1340028805	0.1340028805
0.152	0.2959965421	0.2959965421	0.2959965421	0.1342911567	0.1342911567	0.1342911567
0.156	0.2955412244	0.2955412244	0.2955412244	0.1345821003	0.1345821003	0.1345821003
0.16	0.2950816936	0.2950816936	0.2950816936	0.1348757359	0.1348757359	0.1348757359
0.164	0.2946193857	0.2946193857	0.2946193857	0.1351586529	0.1351586529	0.1351586529
0.168	0.2941532701	0.2941532701	0.2941532701	0.1354399049	0.1354399049	0.1354399049
0.172	0.2936828416	0.2936828416	0.2936828416	0.1357237593	0.1357237593	0.1357237593
0.176	0.2932079525	0.2932079525	0.2932079525	0.1360082745	0.1360082745	0.1360082745
0.18	0.2927273995	0.2927273995	0.2927273995	0.1362722619	0.1362722619	0.1362722619
